,Name,Sex,Date of Birth,Age,Height (inches),Weight (lb),Class Year,Major,School,"Grade in ""Intro to python""","Grade in ""Intro to Stats""",Final Data Science Grade
18395,Jessica Wilson,2,1995-06-17,28,66.0,160,2017,University of Florida,Computer Science & Engineering,A,"""77.1""",87.3
18396,Eric Mendoza,0,1998-12-16,25,70.0,170,2020,MIT,ACMS,,"""83.5""",93.8
18397,Marissa Logan,1,1999-06-11,24,64.0,115,2021,University of Michigan (boo),Computer Science & Engineering,B,"""84.1""",84.6
18398,Phyllis King,1,2001-07-31,22,60.0,130,2023,University of Nebraska,Computer Science & Engineering,Pass,"""81.3""",89.7
18399,Dorothy Carson,1,1997-03-24,26,63.0,135,2019,University of Nebraska,Computer Science & Engineering,Pass,"""68.6""",73.5
18400,Lynn Newman,1,1999-07-06,24,64.0,130,2021,Harvard University,Computer Science & Engineering,A,"""87.8""",82.6
18401,Bryan Goodwin,2,1994-08-15,29,67.0,140,2016,University of Michigan (boo),Theology,,"""71.1""",96.8
18402,Heather Nguyen,2,1995-09-01,28,66.0,150,2017,Stanford University,Computer Science & Engineering,A,"""72.7""",88.8
18403,Aaron Nichols,2,1997-10-20,26,58.0,110,2019,USC,Electrical Engineering,,"""88.0""",87.4
18404,Carrie Johnson,2,1994-02-21,29,69.0,160,2016,University of Wisconsin,ACMS,,"""81.2""",84.8
18405,Laura Fitzgerald,2,1996-12-01,27,66.0,140,2018,St. Joseph's University,ACMS,,"""89.7""",85.8
18406,Lisa Stewart,1,1995-08-25,28,64.0,120,2017,University of Florida,Computer Science & Engineering,C,"""70.7""",75.6
18407,Angela Wright,2,2000-06-01,23,64.0,105,2022,University of Michigan (boo),Computer Science & Engineering,B,"""83.7""",91.2
18408,Jeremy Hernandez,2,1994-11-23,29,69.0,175,2016,USC,Computer Science & Engineering,B,"""78.1""",91.8
18409,Renee Williams,1,1997-07-26,26,64.0,105,2019,University of Illinois,Computer Science & Engineering,B,"""78.5""",88.0
18410,Veronica Henry,1,1995-09-25,28,63.0,120,2017,University of Alabama,Computer Science & Engineering,C,"""90.2""",82.2
18411,Steve Gallegos,0,2000-09-30,23,72.0,150,2022,UMBC,Computer Science & Engineering,Pass,"""86.7""",69.7
18412,Christine Bryant,1,1999-12-20,24,64.0,115,2021,University of Michigan (boo),Theology,,"""82.4""",97.1
18413,Emily Frank,2,2002-02-23,21,66.0,135,2024,University of Notre Dame,Computer Science & Engineering,F,"""76.3""",91.2
18414,Erika Schultz,1,2003-07-03,20,63.0,135,2025,Purdue,Computer Science & Engineering,A,"""92.6""",82.0
18415,Shawn Holmes,0,1996-10-10,27,72.0,165,2018,Purdue,ACMS,,"""90.4""",95.1
18416,Deborah Hubbard,2,1996-10-10,27,66.0,145,2018,University of Notre Dame,Math,,"""87.3""",95.0
18417,Robert Lane,2,1995-06-09,28,70.0,155,2017,University of Nebraska,Computer Science & Engineering,Pass,"""88.0""",97.1
18418,Marisa Campbell,2,2003-08-16,20,67.0,155,2025,Marquette University,Computer Science & Engineering,Pass,"""91.7""",80.5
18419,Jennifer Cooper,1,2002-02-15,21,63.0,115,2024,Michigan State University,Computer Science & Engineering,B,"""87.1""",98.0
18420,David Price,2,2002-05-06,21,63.0,130,2024,UCLA,ACMS,,"""84.3""",94.0
18421,Henry Henderson,2,2001-09-03,22,65.0,145,2023,St. Joseph's University,Computer Science & Engineering,Fail,"""80.6""",77.8
18422,Barbara Thompson,2,1996-04-02,27,65.0,140,2018,USC,Theology,C,"""80.7""",97.7
18423,Lori Decker,1,1999-08-23,24,62.0,125,2021,USC,ACMS,,"""79.5""",78.7
18424,William Rogers,0,2002-10-20,21,69.0,170,2024,Michigan State University,Computer Science & Engineering,B,"""89.3""",99.8
18425,Thomas Thomas,0,2003-12-26,20,67.0,150,2025,St. Joseph's University,Computer Science & Engineering,Pass,"""86.5""",86.2
18426,Cody Jones,2,2000-04-10,23,67.0,150,2022,St. Joseph's University,Computer Science & Engineering,Pass,"""79.8""",90.1
18427,Jennifer Chen,2,2000-02-28,23,68.0,155,2022,University of Nebraska,Computer Science & Engineering,Pass,"""81.8""",82.6
18428,Sydney Meadows,1,1992-12-14,31,65.0,115,2014,Brown University,Computer Science & Engineering,C,"""100""",87.9
18429,Christopher Stewart,0,1999-07-04,24,72.0,150,2021,Stanford University,Computer Science & Engineering,F,"""79.4""",85.9
18430,Tyler Griffith,2,2002-08-12,21,66.0,130,2024,UMBC,Electrical Engineering,,"""88.6""",73.5
18431,Melissa Walker,1,2002-01-06,21,66.0,115,2024,UCLA,Computer Science & Engineering,D,"""84.1""",85.4
18432,Frank West,0,2003-01-28,20,66.0,160,2025,University of Illinois,Theology,,"""81.0""",91.0
18433,Jamie Johnson,1,1994-02-08,29,63.0,105,2016,University of Michigan (boo),Computer Science & Engineering,D,"""76.4""",98.4
18434,Tiffany Thomas,2,2002-02-04,21,67.0,140,2024,Stanford University,Computer Science & Engineering,B,"""87.6""",81.5
18435,Kevin Thomas,0,1999-04-07,24,,170,2021,Harvard University,Computer Science & Engineering,D,"""81.9""",92.3
18436,Susan Bender,2,2000-06-03,23,64.0,130,2022,University of Notre Dame,Theology,,"""84.5""",89.3
18437,Jennifer Simpson,1,1992-03-15,31,70.0,130,2014,MIT,Computer Science & Engineering,A,"""80.2""",90.7
18438,Bryan Roberts,0,2000-08-16,23,71.0,170,2022,University of Wisconsin,Math,,"""89.3""",88.7
18439,Brittany Peterson,2,1999-08-04,24,64.0,105,2021,University of Nebraska,Computer Science & Engineering,Pass,"""80.3""",81.1
18440,William Gonzales,2,1997-06-16,26,65.0,115,2019,Purdue,Math,,"""93.3""",96.5
18441,Samuel Nguyen,2,1996-10-20,27,71.0,165,2018,University of Notre Dame,Computer Science & Engineering,D,"""84.6""",87.9
18442,Heather Murphy,1,1998-10-18,25,64.0,125,2020,Marquette University,Computer Science & Engineering,Pass,"""72.6""",87.2
18443,Cody Hawkins,2,2002-11-19,21,64.0,130,2024,USC,Computer Science & Engineering,A,"""91.4""",91.4
18444,Rachel King,1,1996-08-05,27,65.0,115,2018,Purdue,Theology,B,"""73.9""",77.3
18445,Joanne Anderson,2,1992-07-11,31,70.0,145,2014,Brown University,Computer Science & Engineering,B,"""82.1""",77.7
18446,Maria Ray,2,1994-01-15,29,182.0,165,2016,University of Florida,Computer Science & Engineering,B,"""76.7""",83.4
18447,Melissa Olson,1,2003-09-29,20,62.0,115,2025,Michigan State University,Theology,,"""84.8""",85.6
18448,Karla Alvarez,1,2002-12-07,21,65.0,140,2024,Stanford University,Computer Science & Engineering,A,"""76.4""",82.3
18449,William Brown,0,1994-11-18,29,72.0,175,2016,University of Florida,Theology,,"""87.4""",76.8
18450,Paul Thomas,0,1996-12-27,27,71.0,150,2018,Brown University,Computer Science & Engineering,C,"""80.6""",66.8
18451,James Holland,0,1998-01-12,25,66.0,140,2020,University of Michigan (boo),ACMS,,"""91.5""",86.4
18452,Helen Morrison,1,1999-07-12,24,61.0,110,2021,University of Florida,Computer Science & Engineering,B,"""75.9""",97.9
18453,Monica Rivas,1,2003-03-31,20,68.0,130,2025,Stanford University,Computer Science & Engineering,B,"""80.9""",81.9
18454,Richard Conley,0,1994-11-28,29,69.0,160,2016,Holy Cross College,Computer Science & Engineering,B,"""80.1""",78.2
18455,Ashley Brown,1,2000-11-28,23,63.0,135,2022,UCLA,Theology,,"""84.3""",84.7
18456,Amy Brady,1,1993-10-10,30,63.0,130,2015,Michigan State University,Computer Science & Engineering,D,"""78.2""",83.6
18457,Cheryl Newman,2,1995-10-18,28,70.0,175,2017,University of Wisconsin,Computer Science & Engineering,A,"""67.4""",84.7
18458,Anthony Reyes,0,2003-06-02,20,66.0,140,2025,Stanford University,Math,,"""84.0""",91.8
18459,Michael Wolf,0,1996-05-01,27,70.0,150,2018,University of Nebraska,ACMS,,"""90.9""",73.1
18460,Brian Mccarthy,0,1996-04-14,27,67.0,170,2018,MIT,Theology,,"""80.4""",80.5
18461,Brian Lowe,0,1997-04-22,26,68.0,140,2019,University of Michigan (boo),ACMS,,"""89.8""",87.8
18462,Paul Erickson,0,1999-12-02,24,,160,2021,University of Florida,Computer Science & Engineering,C,"""86.0""",83.4
18463,Tiffany Freeman,1,2003-03-04,20,64.0,105,2025,University of Notre Dame,Computer Science & Engineering,F,"""84.6""",70.9
18464,John Fox,0,1994-04-22,29,70.0,165,2016,University of Nebraska,Computer Science & Engineering,Fail,"""92.9""",71.6
18465,Mario Gibbs,0,2000-04-17,23,68.0,170,2022,Marquette University,Computer Science & Engineering,Fail,"""95.1""",77.5
18466,Samantha Robinson,1,1992-04-03,31,66.0,140,2014,UCLA,Computer Science & Engineering,B,"""82.5""",84.2
18467,Amber Green,2,1996-05-18,27,71.0,170,2018,Purdue,Computer Science & Engineering,A,"""78.3""",83.2
18468,Emily Park,2,2002-06-07,21,70.0,165,2024,Purdue,Computer Science & Engineering,A,"""75.2""",89.5
18469,Casey Gilbert,0,1999-08-15,24,69.0,160,2021,Holy Cross College,Theology,,"""78.7""",90.8
18470,Nathan Brown,0,1992-12-29,31,67.0,170,2014,University of Wisconsin,Computer Science & Engineering,F,"""91.1""",87.0
18471,Thomas Mitchell,2,1998-02-28,25,162.0,160,2020,UMBC,Computer Science & Engineering,Pass,"""93.0""",86.4
18472,Michael Garcia,0,1998-09-10,25,72.0,170,2020,University of Florida,Computer Science & Engineering,B,"""88.1""",82.5
18473,Kathy Turner,1,1996-08-08,27,68.0,125,2018,Duke University,Computer Science & Engineering,C,"""85.7""",89.2
18474,Barbara Pratt,1,1994-05-08,29,64.0,120,2016,Holy Cross College,Computer Science & Engineering,B,"""82.4""",97.4
18475,Gabriel Jones,2,1998-09-15,25,64.0,105,2020,University of Michigan (boo),Computer Science & Engineering,C,"""96.2""",74.6
18476,Robert Gibson,2,1993-08-13,30,70.0,155,2015,University of Michigan (boo),Computer Science & Engineering,D,"""73.9""",89.2
18477,Steven Sullivan,0,1998-05-16,25,70.0,145,2020,UMBC,Computer Science & Engineering,Pass,"""88.5""",82.8
18478,Julie Riley,1,1992-12-10,31,63.0,120,2014,Brown University,Computer Science & Engineering,A,"""84.0""",92.6
18479,Ray Jenkins,0,2002-01-03,21,68.0,160,2024,USC,Math,,"""86.2""",90.5
18480,Angela Palmer,2,2000-03-11,23,70.0,145,2022,USC,Computer Science & Engineering,B,"""78.3""",91.7
18481,Alicia Mcbride,1,1995-09-22,28,65.0,140,2017,Marquette University,Computer Science & Engineering,Pass,"""86.8""",79.4
18482,Christine Dixon,1,2000-10-08,23,65.0,110,2022,Brown University,Math,,"""95.6""",87.5
18483,Priscilla Larson,1,2002-04-01,21,60.0,100,2024,University of Notre Dame,Math,,"""87.5""",88.4
18484,Brian Vasquez,0,2003-03-22,20,70.0,175,2025,University of Nebraska,Math,,"""82.1""",87.2
18485,Stephen Knight,0,1994-05-27,29,70.0,155,2016,University of Alabama,Computer Science & Engineering,D,"""84.5""",90.4
18486,James Smith,0,1998-10-06,25,67.0,170,2020,MIT,ACMS,,"""85.4""",72.8
18487,Laura Turner,2,1996-07-01,27,64.0,135,2018,Holy Cross College,Computer Science & Engineering,D,"""81.0""",90.9
18488,Shawn Smith,0,1993-09-15,30,71.0,175,2015,Michigan State University,Computer Science & Engineering,A,"""93.0""",78.2
18489,Jessica Brock,1,1995-10-05,28,62.0,135,2017,MIT,Computer Science & Engineering,B,"""90.4""",96.8
18490,Casey Stevens,1,1997-02-02,26,62.0,110,2019,University of Wisconsin,Computer Science & Engineering,B,"""86.1""",89.1
18491,Lisa Graham,1,2002-03-30,21,65.0,110,2024,University of Wisconsin,Math,,"""88.0""",81.8
18492,Kimberly Reed,1,1999-10-31,24,61.0,125,2021,University of Alabama,Computer Science & Engineering,A,"""89.9""",72.5
18493,Lydia Rodriguez,2,1997-03-10,26,66.0,150,2019,UMBC,Theology,,"""93.1""",83.6
18494,Lynn Rush,2,1999-03-15,24,180.0,175,2021,UCLA,Computer Science & Engineering,A,"""79.0""",80.1
18495,Charles Murphy,0,1998-07-06,25,70.0,145,2020,USC,Computer Science & Engineering,C,"""96.5""",74.7
18496,Rebecca White,2,2003-11-28,20,160.0,130,2025,Brown University,Computer Science & Engineering,A,"""80.9""",86.7
18497,April Jones,2,1992-05-28,31,64.0,155,2014,Michigan State University,Computer Science & Engineering,A,"""83.5""",86.2
18498,Ashley Pierce,1,1999-08-03,24,66.0,135,2021,St. Joseph's University,Computer Science & Engineering,Pass,"""82.9""",94.9
18499,John Wilson,0,2001-06-27,22,66.0,135,2023,Michigan State University,Computer Science & Engineering,A,"""84.4""",84.5
18500,Kelly Rivera,1,1997-02-21,26,64.0,135,2019,UCLA,Theology,,"""91.0""",82.4
18501,Tyler Ortiz,2,2000-06-24,23,70.0,160,2022,University of Florida,Computer Science & Engineering,B,"""99.5""",89.6
18502,Nicholas Branch,2,1999-05-13,24,68.0,150,2021,Michigan State University,Computer Science & Engineering,D,"""85.3""",81.3
18503,Dakota Brooks,0,1992-10-01,31,68.0,155,2014,Marquette University,Computer Science & Engineering,Pass,"""66.4""",89.4
18504,Sarah Brooks,1,1998-04-14,25,65.0,110,2020,UMBC,Computer Science & Engineering,Pass,"""85.0""",86.6
18505,Larry Lewis,0,1994-10-31,29,,180,2016,Duke University,Computer Science & Engineering,B,"""80.5""",85.6
18506,Kayla Wyatt,1,1996-01-29,27,61.0,120,2018,Holy Cross College,Computer Science & Engineering,D,"""83.1""",83.2
18507,Thomas Davis,0,1997-12-05,26,66.0,135,2019,Brown University,Math,,"""79.1""",84.0
18508,Lynn Shelton,1,2002-05-28,21,64.0,115,2024,Brown University,Theology,,"""87.1""",79.9
18509,Anthony Jordan,2,2003-10-29,20,68.0,145,2025,MIT,Computer Science & Engineering,D,"""72.6""",73.7
18510,Brittany Lynch,1,1995-07-22,28,60.0,105,2017,Harvard University,Computer Science & Engineering,A,"""85.7""",81.1
18511,Taylor Mcknight,0,2001-03-22,22,71.0,150,2023,Holy Cross College,Math,C,"""77.7""",87.5
18512,Richard Mcdaniel,0,2003-07-06,20,67.0,155,2025,University of Wisconsin,Computer Science & Engineering,A,"""68.7""",100.0
18513,Victoria Weeks,1,1992-02-21,31,62.0,130,2014,USC,Computer Science & Engineering,B,"""82.1""",92.7
18514,Olivia Blake,2,1999-02-04,24,67.0,115,2021,USC,Theology,,"""88.2""",81.4
18515,Stephanie Hunter,1,2002-08-02,21,65.0,120,2024,University of Illinois,Computer Science & Engineering,F,"""88.2""",68.2
18516,Jacob Calhoun,0,2003-08-28,20,68.0,155,2025,Brown University,Electrical Engineering,,"""97.2""",85.5
18517,David Cardenas,0,2000-02-14,23,70.0,170,2022,Harvard University,Computer Science & Engineering,F,"""70.3""",82.6
18518,Timothy Williams,0,2001-07-05,22,69.0,160,2023,Duke University,Theology,,"""78.8""",91.7
18519,Alexandra Lewis,1,1995-01-05,28,67.0,135,2017,USC,Computer Science & Engineering,B,"""95.0""",82.6
18520,Miguel Wood,0,1997-06-23,26,68.0,145,2019,MIT,Computer Science & Engineering,B,"""91.2""",79.1
18521,Taylor Cortez,1,2000-07-11,23,59.0,95,2022,Brown University,Computer Science & Engineering,B,"""79.1""",84.3
18522,Michael Jones,2,1999-05-05,24,66.0,160,2021,Stanford University,Computer Science & Engineering,C,"""84.6""",70.2
18523,Sara Allen,1,2003-06-24,20,64.0,115,2025,UMBC,Computer Science & Engineering,Pass,"""78.1""",79.0
18524,Travis Kim,2,1995-04-22,28,72.0,155,2017,University of Wisconsin,Computer Science & Engineering,D,"""93.7""",85.1
18525,Michael Green,2,1992-09-01,31,70.0,175,2014,University of Florida,Computer Science & Engineering,B,"""79.6""",91.6
18526,Harry Chang,0,2000-07-21,23,65.0,145,2022,University of Florida,Computer Science & Engineering,F,"""83.5""",79.1
18527,Samantha Brown,1,1998-10-29,25,67.0,130,2020,St. Joseph's University,Computer Science & Engineering,Fail,"""93.7""",80.5
18528,Samantha Romero,1,1998-01-10,25,61.0,130,2020,Duke University,Computer Science & Engineering,D,"""79.6""",78.3
18529,Shannon Chavez,1,1997-08-13,26,64.0,135,2019,Harvard University,Computer Science & Engineering,F,"""80.9""",82.1
18530,Robert Williams,0,2001-02-05,22,68.0,140,2023,USC,Math,,"""88.2""",90.3
18531,Daniel Gonzales,2,2003-02-04,20,71.0,150,2025,Duke University,Computer Science & Engineering,D,"""73.9""",93.8
18532,Nicole Roberts,1,2002-06-20,21,62.0,125,2024,Michigan State University,Computer Science & Engineering,B,"""85.0""",80.5
18533,Devin Fernandez,0,2000-01-16,23,70.0,155,2022,Harvard University,Electrical Engineering,A,"""86.3""",89.2
18534,Sonya Villa,1,1997-06-14,26,60.0,105,2019,Purdue,Computer Science & Engineering,C,"""96.4""",81.6
18535,Travis Lowery,0,2000-10-26,23,67.0,145,2022,Holy Cross College,Computer Science & Engineering,B,"""80.9""",80.4
18536,Gregory Brown,0,1996-12-18,27,68.0,165,2018,Purdue,Computer Science & Engineering,F,"""85.7""",84.3
18537,Cheryl Wyatt,1,1998-10-17,25,65.0,140,2020,St. Joseph's University,Computer Science & Engineering,Pass,"""85.4""",91.7
18538,Kenneth Willis,2,1995-12-25,28,70.0,150,2017,University of Notre Dame,Computer Science & Engineering,B,"""81.3""",84.2
18539,Brandi Young,1,1999-01-21,24,64.0,110,2021,MIT,Computer Science & Engineering,F,"""81.7""",80.8
18540,Denise Jones,2,1998-09-04,25,72.0,170,2020,USC,Computer Science & Engineering,A,"""86.1""",86.6
18541,Jared May,0,2002-03-12,21,70.0,145,2024,Stanford University,Computer Science & Engineering,F,"""92.8""",94.6
18542,Taylor Zimmerman,1,1996-07-05,27,65.0,120,2018,Brown University,Computer Science & Engineering,C,"""84.3""",78.5
18543,Allison Mendez,2,2000-05-17,23,68.0,140,2022,UMBC,Computer Science & Engineering,Pass,"""83.5""",88.1
18544,Kathleen Rodriguez,1,1993-01-31,30,64.0,135,2015,Purdue,Computer Science & Engineering,D,"""90.9""",89.3
18545,George Bryant,2,2003-09-07,20,69.0,155,2025,University of Florida,ACMS,B,"""97.5""",99.7
18546,Crystal Gentry,1,1996-12-11,27,62.0,125,2018,Purdue,Computer Science & Engineering,B,"""88.7""",89.9
18547,Mary Wade,2,2003-04-08,20,69.0,155,2025,University of Wisconsin,Theology,,"""64.4""",84.5
18548,Joseph Webb,2,1995-10-22,28,71.0,180,2017,University of Notre Dame,Math,,"""88.7""",89.1
18549,Julie Martinez,1,1995-08-10,28,64.0,110,2017,University of Illinois,Math,B,"""84.9""",91.0
18550,David Brown,0,2003-09-07,20,68.0,155,2025,University of Alabama,Math,,"""84.5""",92.4
18551,Jerry Miller,0,1995-05-14,28,72.0,160,2017,Harvard University,Computer Science & Engineering,D,"""80.4""",88.0
18552,Derek Hendricks,0,2001-03-28,22,63.0,150,2023,Marquette University,Theology,Fail,"""88.4""",80.9
18553,Brenda Cole,2,2001-09-24,22,177.0,165,2023,UCLA,Math,,"""87.4""",99.3
18554,David Miles,0,1997-02-11,26,72.0,155,2019,Harvard University,ACMS,,"""78.4""",84.8
18555,Nathan Gonzalez,0,1997-05-16,26,70.0,145,2019,University of Notre Dame,Theology,,"""89.1""",70.8
18556,Spencer Lee,0,2002-11-23,21,67.0,160,2024,MIT,Computer Science & Engineering,B,"""87.2""",93.9
18557,Katherine Williams,1,1993-09-14,30,61.0,125,2015,University of Florida,Computer Science & Engineering,D,"""83.7""",86.7
18558,Robert Stewart,0,2001-01-20,22,63.0,155,2023,University of Michigan (boo),Math,,"""77.9""",87.1
18559,Sharon Gutierrez,1,1992-07-11,31,63.0,130,2014,Purdue,Theology,,"""92.3""",85.0
18560,Debra Peterson,2,1995-04-13,28,165.0,110,2017,University of Florida,Computer Science & Engineering,B,"""74.9""",80.0
18561,Michael Meyer,0,1994-05-01,29,67.0,165,2016,MIT,Computer Science & Engineering,B,"""98.6""",79.2
18562,Samantha Obrien,1,1992-12-17,31,65.0,140,2014,University of Florida,ACMS,,"""93.0""",90.6
18563,Sarah Hogan,1,1999-10-04,24,66.0,135,2021,MIT,Computer Science & Engineering,A,"""90.8""",84.3
18564,Ashley Robertson,2,1996-09-14,27,70.0,160,2018,University of Wisconsin,Computer Science & Engineering,A,"""76.6""",93.8
18565,Robin Hart,1,1999-10-20,24,66.0,140,2021,Harvard University,Math,,"""80.9""",88.0
18566,Jose Turner,0,1999-02-05,24,72.0,160,2021,University of Alabama,Computer Science & Engineering,B,"""89.0""",86.6
18567,Sara Rodriguez,2,1999-01-19,24,61.0,105,2021,Purdue,Computer Science & Engineering,C,"""84.1""",90.4
18568,Jerry Collins,2,2001-12-23,22,72.0,160,2023,St. Joseph's University,Computer Science & Engineering,Pass,"""86.9""",87.2
18569,Guy Griffin,0,2002-09-22,21,69.0,145,2024,Holy Cross College,Computer Science & Engineering,D,"""92.7""",83.1
18570,Michael Davis,0,1998-12-26,25,71.0,165,2020,Stanford University,Computer Science & Engineering,B,"""81.3""",86.8
18571,Daniel Hernandez,0,2003-05-26,20,72.0,180,2025,St. Joseph's University,Computer Science & Engineering,Fail,"""82.8""",76.1
18572,Aaron Alexander,2,1999-06-09,24,67.0,155,2021,University of Michigan (boo),ACMS,,"""90.8""",88.2
18573,David Ramirez,0,2002-01-02,21,68.0,170,2024,Stanford University,ACMS,,"""83.4""",84.0
18574,Allison Young,1,1994-09-17,29,62.0,110,2016,Stanford University,Math,,"""88.6""",80.1
18575,Christopher Flores,0,1999-08-29,24,72.0,170,2021,University of Alabama,Theology,,"""91.0""",90.5
18576,Ashley Bush,2,2000-03-25,23,67.0,160,2022,Michigan State University,Computer Science & Engineering,C,"""75.2""",75.1
18577,Nicholas Lara,0,1996-08-25,27,70.0,165,2018,University of Nebraska,Computer Science & Engineering,Pass,"""87.1""",94.6
18578,Jay Todd,0,1992-10-20,31,66.0,140,2014,Brown University,Theology,,"""72.6""",82.0
18579,Carrie Gilbert,1,2000-10-13,23,63.0,135,2022,Michigan State University,Math,,"""92.3""",84.3
18580,Robert Campbell,0,2002-10-06,21,70.0,170,2024,UMBC,Computer Science & Engineering,Pass,"""87.9""",79.3
18581,Sharon Freeman,1,1993-07-26,30,63.0,135,2015,MIT,Theology,,"""89.8""",87.3
18582,Amanda Fernandez,2,2001-03-20,22,64.0,110,2023,St. Joseph's University,Theology,,"""87.3""",83.1
18583,Kevin Sanders,0,1998-03-28,25,67.0,170,2020,University of Wisconsin,Computer Science & Engineering,B,"""84.8""",78.1
18584,April Elliott,2,1999-08-04,24,69.0,175,2021,University of Michigan (boo),Computer Science & Engineering,C,"""80.2""",84.1
18585,Angela Cook,2,2002-11-11,21,65.0,155,2024,University of Nebraska,Computer Science & Engineering,Pass,"""83.9""",85.8
18586,Eric Bennett,2,2003-06-18,20,67.0,120,2025,University of Notre Dame,Computer Science & Engineering,F,"""81.2""",91.2
18587,Russell Howard,0,2003-09-16,20,72.0,175,2025,University of Michigan (boo),ACMS,,"""83.2""",91.5
18588,Steven Martin,0,1998-09-23,25,69.0,160,2020,University of Wisconsin,Computer Science & Engineering,B,"""86.9""",86.4
18589,Daniel Moreno,0,1993-07-28,30,,155,2015,University of Notre Dame,Computer Science & Engineering,C,"""80.7""",94.3
18590,Charles Le,2,1997-06-21,26,68.0,150,2019,Brown University,Computer Science & Engineering,B,"""74.4""",74.4
18591,Bryan Riley,0,1992-04-03,31,72.0,160,2014,Brown University,ACMS,,"""92.0""",85.5
18592,Christian Lane,2,1996-01-30,27,170.0,140,2018,Marquette University,Computer Science & Engineering,Pass,"""77.8""",88.6
18593,Deanna Berry,1,1999-03-03,24,64.0,125,2021,Brown University,Computer Science & Engineering,A,"""75.0""",76.7
18594,Henry Ho,0,2002-07-12,21,65.0,155,2024,Purdue,Computer Science & Engineering,D,"""85.0""",100.0
18595,Brian Chavez,2,1994-03-29,29,67.0,170,2016,UMBC,Computer Science & Engineering,Fail,"""91.2""",81.3
18596,Shane Morton,0,1999-07-08,24,68.0,165,2021,University of Illinois,Computer Science & Engineering,B,"""79.7""",80.9
18597,Peter Williams,0,2003-11-24,20,68.0,160,2025,St. Joseph's University,Theology,,"""83.0""",81.5
18598,Joshua Powell,0,2001-02-06,22,70.0,145,2023,UMBC,Computer Science & Engineering,Pass,"""79.9""",94.4
18599,William Mitchell,2,1993-10-14,30,69.0,170,2015,UMBC,Math,Pass,"""86.7""",88.5
18600,James Nelson,0,2001-11-18,22,67.0,140,2023,UMBC,Computer Science & Engineering,Pass,"""84.2""",92.6
18601,April Brown,2,1995-04-16,28,172.0,155,2017,Stanford University,Computer Science & Engineering,B,"""90.2""",86.7
18602,Robert Tucker,2,1994-12-01,29,69.0,165,2016,Stanford University,ACMS,B,"""78.8""",80.1
18603,Robert Edwards,0,1995-03-28,28,66.0,140,2017,Duke University,Computer Science & Engineering,D,"""86.4""",79.1
18604,Nicole Estrada,1,1992-02-06,31,65.0,130,2014,University of Wisconsin,Computer Science & Engineering,F,"""77.4""",68.7
18605,Peter Johnson,2,1995-01-11,28,67.0,165,2017,Duke University,Math,,"""81.0""",86.0
18606,Kristin King,1,1997-04-29,26,64.0,110,2019,Duke University,Computer Science & Engineering,C,"""88.6""",71.8
18607,Kathryn Hunt,2,1997-09-07,26,71.0,165,2019,USC,Computer Science & Engineering,D,"""85.6""",76.1
18608,Danielle Richard,2,1997-05-29,26,63.0,135,2019,University of Florida,Computer Science & Engineering,B,"""97.8""",85.4
18609,James Miller,0,1995-10-18,28,66.0,140,2017,University of Alabama,Computer Science & Engineering,B,"""90.1""",84.2
18610,Sandra King,2,2000-01-27,23,64.0,115,2022,UMBC,Computer Science & Engineering,Fail,"""69.8""",83.4
18611,Tina Baird,1,2000-05-19,23,63.0,105,2022,UMBC,Computer Science & Engineering,Pass,"""79.8""",87.4
18612,Daniel Reyes,0,1992-08-07,31,65.0,135,2014,MIT,Computer Science & Engineering,B,"""73.1""",78.2
18613,Megan Duncan,1,1997-01-21,26,66.0,115,2019,USC,Computer Science & Engineering,F,"""92.7""",91.7
18614,Bridget Barnett,2,1999-07-06,24,67.0,145,2021,St. Joseph's University,ACMS,,"""77.3""",95.2
18615,Kimberly Adams,1,2000-04-03,23,65.0,135,2022,Harvard University,Theology,,"""79.9""",78.2
18616,Joan Lopez,1,2003-03-19,20,61.0,130,2025,University of Florida,Theology,C,"""78.7""",100.0
18617,Christine Jones,2,1998-07-22,25,71.0,175,2020,University of Illinois,Computer Science & Engineering,A,"""78.3""",97.9
18618,Kenneth Stevens,0,1993-10-19,30,67.0,145,2015,University of Michigan (boo),Computer Science & Engineering,D,"""80.9""",77.8
18619,Stacie Turner,1,1992-03-17,31,64.0,110,2014,UCLA,Computer Science & Engineering,B,"""88.3""",75.8
18620,Crystal Cochran,1,2001-01-07,22,65.0,115,2023,University of Illinois,Math,,"""80.4""",92.5
18621,Benjamin Reed,0,2001-07-27,22,72.0,155,2023,Harvard University,Computer Science & Engineering,A,"""94.6""",88.4
18622,Joel Mccarthy,0,1996-12-26,27,70.0,160,2018,Harvard University,ACMS,,"""77.9""",91.7
18623,Cory Grant,0,1993-05-28,30,65.0,145,2015,Michigan State University,Computer Science & Engineering,A,"""97.4""",87.7
18624,Joanne Haley,1,1994-09-24,29,62.0,120,2016,Purdue,Theology,,"""74.2""",90.0
18625,Brady Massey,0,1995-01-16,28,67.0,150,2017,Michigan State University,Theology,F,"""99.8""",93.8
18626,Joan Goodman,2,2003-12-07,20,70.0,155,2025,USC,Computer Science & Engineering,F,"""79.2""",96.6
18627,Jacqueline Weeks,2,1993-04-21,30,72.0,175,2015,Purdue,Computer Science & Engineering,B,"""83.8""",83.8
18628,Alexander David,0,1995-01-03,28,68.0,140,2017,USC,Computer Science & Engineering,A,"""80.4""",91.7
